No,Name,UEN,Short Intro,Date incorporated,Sector,Funding Stage,Employee range,Tags,Description,Address,Website,Emails,Phone,Team,Funding Stage,Total Funding,Funding Rounds,Rounding Raised
801,Encore eServices,UEN 201208361M,Digital business solutions for healthcare providers,4 April 2012,Infotech,Pre-seed,—,Infotech,"Encore eServices was incorporated in 2012. The Company is a premier business solutions provider specialises in designing, building and implementing quality digital business solutions to healthcare providers. Encore eServices focuses on employing the latest information technology developments to integrate business intelligence, technical-know-how and smooth user-experience for e-services delivery to healthcare providers. The Company aims to provide a highly efficient environment for healthcare providers and cost effectiveness for patients and consumers.","KITCHENER COMPLEX 808 FRENCH ROAD, #07-163, Singapore 200808",http://www.encoreeservices.com/,info@encoreeservices.com, , ,Pre-seed,—,—, 
802,ENDOFOTONICS PTE. LTD.,UEN 201323074M,—,26 August 2013,Medtech,Pre-seed,1 - 10 employees,Medical devices,"Endofotonics designs and develops the IMDX™ system, which is built on the Raman Spectroscopy technique – a vibrational technique capable of probing biomolecular changes associated with cellular transformation when tissue molecules were ‘excited’ by laser light directed at the tissue. The Raman technique has shown great promise for histopathologic assessments (ie, optical biopsy) at the biomolecular level; however due to the challenge of capturing inherently weak Raman signal, slow spectral measurement speed and miniaturisation of Raman probe with depth resolving capability that can pass down the instrument channel of medical endoscopes, application of the technique has thus far been limited to ex-vivo usage only.The company aims to reduce mortality and disease burden with objective real time molecular diagnosis during endoscopy.","79 AYER RAJAH CRESCENT, #04-05, Singapore 139955",http://www.endofotonics.com/,mdccptd@nus.edu.sg, , ,Pre-seed,—,—, 
803,EndoMaster,UEN 201130886E,Provides robotic assistance for endoscopic surgery,14 October 2011,Medtech,Series B,11 - 50 employees,,"EndoMaster product is the Robotic-Assisted Endoscopic Surgery. The MASTER System is the first robotic-assisted system that can effectively remove gastro-intestinal tumors endoscopically without the need for surgical incisions.EndoMaster's robotic system will enable minimally invasive surgery in the body with increased precision and intuitiveness and reduced surgery time. Thus, reducing patient discomfort as well as the risk of procedural and post-operative complications.","16 NANYANG DRIVE, #-201A, Singapore 637722",http://www.endomastermedical.com/,info@endomastermedical.com,+65 67940285, ,Series B,USD 15.0M,2,"19 Apr 2017,USD 14.6M,Series B,Undisclosed;1 Aug 2012,USD 373.0K,Undisclosed,SPRING Singapore(1)"
804,ENERCON ASIA PTE. LTD.,UEN 201436746H,Power Controls solutions provider,10 December 2014,"Urban Solutions, Manufacturing & Engineering",Pre-seed,51 - 100 employees,Energy Storage,"Enercon Singapore is the leading service provider of power controls in the Asian region. The company offers a wide range of customised control panels for generators, and also specialise in the building of switchgears and the provision of energy saving power solutions for various industries such as the O&G industry. Enercon works closely with their clients to ensure that their expectations and requirements are met. Managed by a dedicated team of experienced engineers and skilled technicians, Enercon Engineering works with the world's top engine manufacturing and distributors. Leveraging on its unique 'complete systems' approach , Enercon aims to the be leading power controls service provider in the region. ","MANDAI CONNECTION 7 MANDAI LINK, #09-18/19, Singapore 728653",http://enercon.com.sg/sg/,eeplnet@singnet.com.sg,+65 -68615690, ,Pre-seed,—,—, 
805,ENERGEEK,UEN 201109315E,Home Automation Solution Provider,18 April 2011,Infotech,Pre-seed,—,,"ENERGEEK provides one-stop services from designing to installation wireless smart home. Their customers range from end-users, home owners or office owners to interior designers and even house developers.ENERGEEK provides a wide spectrum of technology solutions including integrated home automation, security system, elderly and childcare monitoring system, and energy saving solutions. ENERGEEK emphasizes on personalisation and customization to transform customers’ needs into one user-friendly control interface.","MAXWELL HOUSE 20 MAXWELL ROAD, #09-17, Singapore 069113",https://www.energeek.sg/,enquiry@www.energeek.sg;sales@www.energeek.sg,+65 96827119, ,Pre-seed,—,—, 
806,ENERGEIA LABS PTE. LTD.,UEN 201132262C,Electric Vehicle Manufacturer,2 November 2011,"Transport, Industrial Electronics, Infocomm Tech, Urban Solutions",Pre-seed,1 - 10 employees,Urban Solutions,"Established by Electric Vehicle (EV) enthusiasts, the scientists and engineers of Energeia Labs strive to develop practical solutions for the widespread adoption of EVs.Energeia is currently developing a novel integrated liquid-cooling/ heating enclosure (patent granted), which can be integrated with existing Li-ion battery cells, for a light and efficient swappable battery pack solution. The technology is slated to have widespread applications for EVs and energy storage. Energeia aims to be a market leader in every stage of the process, from research and development to prototyping and testing. ","INTERNATIONAL PLAZA 10 ANSON ROAD, #05-17, Singapore 079903",http://el.sg/,admin@el.sg, , ,Pre-seed,—,—, 
807,ENERGYHIRES PTE. LTD.,UEN 201425353R,—,28 August 2014,Infotech,Pre-seed,1 - 10 employees,Infotech, ,"THE PLAZA 7500A BEACH ROAD, #05-319, Singapore 199591",http://www.energyhires.com,contact@energyhires.com, , ,Pre-seed,—,—, 
808,ENETEK POWER ASIA PTE. LTD.,UEN 201530224N,Project Management Solutions,29 July 2015,Urban Solutions,Pre-seed,11 - 50 employees,,"Enetek Power Asia provides installation services to ensure critical power systems are designed and delivered to the uppermost standards. The company provides comprehensive project management solutions, ranging from initial site surveys to installation and commissioning, with the objective of getting the user's systems up and running smoothly.","8 PANDAN CRESCENT, #04-03, Singapore 128464",https://enetek-power.com/,sales@enetek-power.com,+65 6873 2228, ,Pre-seed,—,—, 
809,ENGAGE VENTURES PTE. LTD.,UEN 201503270H,—,2 February 2015,Infotech,Pre-seed,1 - 10 employees,, ,"147 GANGSA ROAD, #02-253, Singapore 670147",https://engage.vc/,ndtong.s9@gmail.com, , ,Pre-seed,—,—, 
810,ENGINE BIOSCIENCES PTE. LTD.,UEN 201438228E,Biomedical Research Company,28 December 2014,Biotech,Seed,1 - 10 employees,,Engine Biosciences is a venture-backed San Francisco- and Asia-based technology company pioneering network biomedicine. The company's proprietary and patented technologies oriented around deciphering the complexity of biology networks include both high-throughput wet lab experimentation and artificial intelligence algorithms for drug discovery and cellular reprogramming. The company's proprietary platform dramatically accelerates and reduces costs of the R&D process for new medical therapies by actively applying the platform internally and with partners across a range of disease indications.,"SPORE BUSINESS FEDERATION CTR 160 ROBINSON ROAD, #23-02, Singapore 068914",https://www.enginebio.com/,contact@enginebio.com, , ,Seed,USD 10.0M,1,"31 Jan 2018,USD 10.0M,Seed,6 Dimensions Capital, WuXi AppTec, Danhua Capital, WI Harper Group, Nest.Bio Ventures, Pavilion Capital, EDBI Pte Ltd, Baidu Ventures (百度风投)(8)"
811,ENNOVATEZ PTE. LTD.,UEN 200906243C,Management Consultants,8 April 2009,Enterprise Solutions,Pre-seed,—,,"Ennovatez Group is a global management consulting firm. Acting as a trusted partner to clients, they focus on providing them insights as well as trustworthy solutions through our key Practice areas, Consulting or Professional Services, Managed Services and Talent Management.","HUDSON TECHNOCENTRE 16 NEW INDUSTRIAL ROAD, #03-07, Singapore 536204",http://ennovatez.com/,enquiries@ennovatez.com,+65 62761612,"Melvin Chong,Founder",Pre-seed,—,—, 
812,ENOVA ELECTRICAL PTE. LTD.,UEN 200818054D,Electrical Switchboards Manufacturer,12 September 2008,Industrial Electronics,Pre-seed,—,,"Enova Electrical Pte Ltd is a premium switchboards manufacturer with experiences in many different industries. Enova carries a wide range of products that ranges from MCC panels (withdrawable type), Main Switchboards, Power Distribution Boards, Generator Synchronizing Panels, Marine Switchboards, Capacitor Banks, Termination Cabinets, etc. Enova also distributes a wide range of products that ranges from switchgears, current transformers, auto transformers, electrical cables, electrical accessories, PLCs and a wide range of other products for marine and industrial customers.","SINDO INDUSTRIAL ESTATE 2 TAGORE LANE, #-, Singapore 787468",http://www.enova-electric.com/,sales@enova-electric.com,+65 6455 3988,"Terence Yoo,Founder, Chief Executive Officer (CEO)",Pre-seed,—,—, 
813,ENOVAX,UEN 201003485G,IT Solutions Provider,17 February 2010,Infotech,Pre-seed,—,,"ENOVAX Pte Ltd I.T. business solution provider  offering a full suite of ""one-stop"" customised IT solutions and internet-driven services via seamless web, mobile and kiosk/gantry applications/platforms.","VERTEX 33 UBI AVENUE 3, #02-02/03, Singapore 408868",http://www.enovax.com/,info@enovax.com,+65 6491 5786,"Erwin Foo,Chief Executive Officer (CEO)",Pre-seed,—,—, 
814,Enovec,UEN 201414443D,"Video Conferencing, Unified Communications provider",20 May 2014,Infotech,Pre-seed,11 - 50 employees,,"Enovec Pte Ltd is set up by like minded technology professionals who aimed to deliver Unified Communications, Audio Visual and Multimedia solutions that meets the business needs for corporate customers, government linked customers such those in the education, healthcare, military and more.The belief of the team is to provide solution that best meets our clients needs thru consultation & discussions, which focuses on a customer centric approach. This approach will be built upon a key foundation which is our human capital.","TRIVEX 8 BURN ROAD, #06-16, Singapore 369977",https://enovec.com/,info@enovec.com,+65 68021591,"Andrew Tan,Founder",Pre-seed,—,—, 
815,Enrich Innovations,UEN 200921690E,Internet Business & Marketing Services,19 November 2009,Infotech,Pre-seed,1 - 10 employees,,Enrich Innovations Pte Ltd was established in 2009 with the intention of bringing innovative online solutions to businesses in Singapore. They have define themselves as a cutting-edge Internet Business & Marketing firm that believes in the motto “Anything is possible online.”,"UB. ONE 81 UBI AVENUE 4, #06-21, Singapore 408830",https://www.e-i.com.sg,ask@e-i.com.sg,+65 65132702,"enrich innovations,Founder",Pre-seed,—,—, 
816,ENSO CONSULTANCY,UEN 53231689D,—,24 February 2013,—,Pre-seed,—,, ,"699A HOUGANG STREET 52, #12-71, Singapore 531699", , , , ,Pre-seed,—,—, 
817,ENTERPRISE BROWSER PTE. LTD.,UEN 200904669W,Software Development Company,16 March 2009,Infotech,Pre-seed,—,,"Enterprise Browser Pte Ltd. is a Software Company based in Singapore. they specialize in development of java based, enterprise based software product. Enterprise Browser Business Operation Management System (EPB System), that focuses in the corporate business application system domain, is targeted for customers in global SME. They have extensive experience in the business domains of Sales Distribution, Retail, Finance and Account, Manufacturing and Logistic (especially in Marine Logistic).","VERTEX 33 UBI AVENUE 3, #07-65, Singapore 408868  4-04, Block C, Software Plaza Building 4, No.8, DongBeiwang West Rd., Haidian Dist., CN  Addr: Room 802, Building A, No.230, Xijiangwan Rd., Hongkou Dist., Shanghai CN  7F.-6, No.57, Sec. 1, Chongqing S. Rd., Zhongzheng Dist.,Taipei City 10045, Taiwan TW",http://www.epbrowser.com/EN, ,+65 65094065, ,Pre-seed,—,—, 
818,ENTERPRISE INTELLIGENCE,UEN 53214345X,—,5 May 2012,—,Pre-seed,—,, ,"336 BUKIT BATOK STREET 32, #10-301, Singapore 650336", , , , ,Pre-seed,—,—, 
819,ENVICHEM TECHNOLOGIES PTE. LTD.,UEN 201217475E,Environmental Engineering Firm,14 July 2012,"Biotech, Urban Solutions, Cleantech",Pre-seed,1 - 10 employees,Biotech;Urban Solutions;Cleantech,"Envichem Technologies Pte Ltd is a Singapore-based environmental engineering firm, which provides industrial waste recycling and treatment solutions for heavy industries.Originally a spinoff from SIMTECH A*Star, Envichem Technologies pioneered the SRR (Strip, Regenerate, Recovery) process for metal finishing and metal recycling applications. Using Envichem’s proprietary etchant chemicals, combined with innovative electrochemistry equipment and techniques, the selective stripping of metal, continuous regeneration of etchant, and recovery of high purity metal is achieved simultaneously in one single process.With a strong background in research and development, the company aims to develop new innovations that create win-win situations of cost savings and environmental protection.","SKY LINE BUILDING 192 WATERLOO STREET, #05-01, Singapore 187966",http://www.envichem-tech.com/,kelven.lam@envichem-tech.com, , , , 
