No,Name,Adress,Phone,Fax,Email,Website,Executive Contact,Classifications,Company Profile
184,ENTRUST PUBLIC ACCOUNTING CORPORATION,"10 , Anson Road International Plaza International Plaza #12-07 #12-07 Singapore Singapore 079903 079903",+65 6220 9885,+65 6224 9885,general@entrust.sg,www.entrust.sg,MR JASON LEW,"Internal Audit,Advisory Services,Filing Tax Returns,GST,Bookkeeping","At Entrust, we are a dedicated firm that provides a range of diversified services to our clientele. We aim to foster and bridge business opportunities by effectively helping our clients achieve success and providing value-added services in many different areas. With a strong team of dynamic staff with varied backgrounds, we are committed to respond to your business challenges through the growing uncertain terrain and dynamic business environment."
185,ER & CO.,"336 , Smith St New Bridge Centre New Bridge Centre #04-302 #04-302 Singapore Singapore 050336 050336",+65 6227 1123,+65 6226 0400,simon@ernco.com.sg,www.ernco.com.sg,MR ER BOON CHIEW,Statutory/ External Audit,
186,ERIC SP TAN & CO,"47 , Kallang Pudding Road #11-06 #11-06 Singapore Singapore 349318 349318",N/A,N/A,erictan@sptadvisory.com.sg,www.sptadvisory.com.sg,"MR TAN SOO PHAY, ERIC","Internal Audit,Advisory Services,Financial Investigation,Litigation Assistance,Bookkeeping",
187,ERNST & YOUNG SOLUTIONS LLP,"One Raffles Quay North Tower North Tower Level 18, Level 18, Singapore Singapore 048583 048583",N/A,+65 6532 7662,contact.eys@sg.ey.com,www.ey.com/sg,MR MAX LOH KHUM WHAI,"Internal Audit,Charity Audit,Bookkeeping,Financing Arrangement and Rearrangement,Grant Applications,Business Formation/Start-Up,Business Coaching,ISO Standard Compliance,Health, Safety and Environment,Corporate Secretariat Services,IE Singapore Schemes,IDA Schemes,Cross-border Investment Advisory,Financial/Wealth Planning,Set up Management Information Systems, Financial Management and Control Systems, etc,Enterprise Risk Management,Financial Risk Management,Filing Tax Returns,GST,Board Recruitment,Corporate Governance,Budgeting,Corporate Recovery,Receivership,Company Listing,Buying and Selling Businesses,Capital Investment,Financial Investigation,Litigation Assistance,Payroll & HR Administration Services,Others,Computer Consultants,Computer Systems,Financial and Accounting Processes,HR Processes,Market Expansion Services,Profit Improvement Programmes,Due Diligence",
188,EXCELFORTE SOFTWARE PTE LTD,"80 , Changi Road Centropod @ Changi Centropod @ Changi #04-03 #04-03 Singapore Singapore 419715 419715",+65 6336 4900,+65 6336 3360,enquiry@excelforte.com,www.excelforte.com,,"Computer Consultants,Computer Systems",
189,"EXECELSIOR PARTNERS, PAF","46 , South Bridge Road Kingly Building Kingly Building #04-02 #04-02 Singapore Singapore 058679 058679",N/A,+65 6533 1994,inquiry@eppaf.com,www.eppaf.com,MR TAN THAI NGEE,"Statutory/ External Audit,Business Formation/Start-Up,Business Coaching,Corporate Secretariat Services,Set up Management Information Systems, Financial Management and Control Systems, etc,Due Diligence,Bookkeeping,Buying and Selling Businesses,Cash Flow Forecasting,Computer Systems,Computerised Accounting Systems,Filing Tax Returns,GST",
190,EXES MANAGEMENT SERVICES PTE LTD,"178 , Paya Lebar Road Paya Lebar 178 Paya Lebar 178 #05-01/02/03 #05-01/02/03 Singapore Singapore 409030 409030",+65 6296 9919,+65 6296 9949,enquiry@exes.com.sg,www.exes.com.sg,,"Bookkeeping,Corporate Secretariat Services,Business Formation/Start-Up,Business Coaching,Filing Tax Returns,GST",
191,F M KOK & CO,"999 , Serangoon Rd Singapore Singapore 328157 328157",+65 6294 1183,N/A,kokfm@hotmail.com,N/A,MISS KOK FOONG MOH,Statutory/ External Audit,
192,F S LIEN & CO,Singapore Singapore,N/A,N/A,lienfainsze@gmail.com,N/A,MS LIEN FAIN SZE,Statutory/ External Audit,
193,FAC & ASSOCIATES,"111 , North Bridge Road Peninsula Plaza Peninsula Plaza #13-06 #13-06 Singapore Singapore 179098 179098",+65 6333 9739,+65 6333 9769,N/A,www.faithfulac.com,GE YONGJUN,"Statutory/ External Audit,Internal Audit,Business Formation/Start-Up,Business Plans,Productivity & Innovation Credit (PIC),Due Diligence,Bookkeeping,Corporate Secretariat Services,Filing Tax Returns,GST",
194,FADHILLAH GOH & CO,"42B , Horne Road Singapore Singapore 209066 209066",+65 6392 3925,+65 6392 5788,N/A,N/A,FADHILLAH GOH,"Statutory/ External Audit,Charity Audit,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Filing Tax Returns,GST,Bookkeeping,Business Formation/Start-Up,Productivity & Innovation Credit (PIC)",
195,FAIRFIELD ASSOCIATES,"10 , Anson Road International Plaza International Plaza #16-17 #16-17 Singapore Singapore 079903 079903",+65 6226 3929,+65 6226 3272,N/A,N/A,TAN HUI YIEN,"Statutory/ External Audit,Bookkeeping,Others,Others,Others,Others,Others,Others,Filing Tax Returns,GST,Others,Others,Others,Others,Others,Others,Others,Others,Others",
196,FEROZ KHAN & CO,"1 , North Bridge Rd High St Centre High St Centre #12-09 #12-09 Singapore Singapore 179094 179094",+65 6339 9221,+65 6338 0326,fk@ferozkhancpa.com,www.ferozkhancpa.com,MR MUHAMMAD FEROZ KHAN,"Statutory/ External Audit,Filing Tax Returns,GST,Business Formation/Start-Up",
197,FIDUCIA LLP,"71 , Ubi Crescent Excalibur Centre Excalibur Centre #08-01 #08-01 Singapore Singapore 408571 408571",N/A,+65 6491 5218,fiduciallp@gmail.com,www.fiducia-llp.com,MR WAYNE SOO,"Bankruptcies and/or Liquidations,Corporate Recovery,Filing Tax Returns,GST,Business Valuation,Financial Restructuring,Transaction Advisory,Due Diligence","FIDUCIA LLP is a firm of Public Accountants and Chartered Accountants based in Singapore and a member firm of Integrita, regional resource network of professional firms. We offer all round business advice and expertise to suit various corporate and individual requirements."
198,FINACT BUSINESS SOLUTIONS LLP,"231 , Mountbatten Road Block D Block D Singapore Singapore 397999 397999",N/A,N/A,angela.chin@finactbusiness.com,www.finactbusiness.com,ANGELA CHIN,"Corporate Secretariat Services,Tax Planning",
199,FK LIM & CO,"1003 , Bukit Merah Central #05-38 #05-38 Singapore Singapore 159836 159836",+65 6339 0911,+65 6339 0811,fklim@singnet.com.sg,N/A,MR LIM FON KUI,Statutory/ External Audit,
200,FOO KON TAN LLP,"24 , Raffles Place Clifford Centre Clifford Centre #07-03 #07-03 Singapore Singapore 048621 048621",+65 6336 3355,+65 6337 2197,fkt@fookontan.com,www.fookontan.com,MR ROBIN CHIN,"Internal Audit,Charity Audit,Bookkeeping,Business Formation/Start-Up,Others,Corporate Secretariat Services,Payroll & HR Administration Services,Recruitment Services/Executive Search,Financial and Accounting Processes,HR Processes,Filing Tax Returns,GST,Corporate Governance,Corporate Recovery,Others,Company Listing,Buying and Selling Businesses,Capital Raising,Financial Investigation,Litigation Assistance,Computerised Accounting Systems,Information Security,Enterprise Risk Management,IT Risk Management,Due Diligence",
201,FOONG PAK LEONG & CO.,"101A , Upper Cross Street People's Park Centre People's Park Centre #13-14/15 #13-14/15 Singapore Singapore 058358 058358",N/A,+65 6538 2208,fplcom@singnet.com.sg,N/A,MARGIE / MR FOONG PAK LEONG,"Internal Audit,Advisory Services,Filing Tax Returns,GST,Bookkeeping",
202,G S HNG & CO,"320 , Serangoon Rd Serangoon Plaza Serangoon Plaza #04-26 #04-26 Singapore Singapore 218108 218108",+65 6296 8206,+65 6298 2176,gshng@singnet.com.sg,N/A,MISS HNG GEK SIM,"Statutory/ External Audit,Filing Tax Returns",
203,G. N. EE & CO.,"14 , Robinson Road Far East Finance Building Far East Finance Building #08-01C #08-01C Singapore Singapore 048545 048545",+65 6224 2437,+65 6225 7987,N/A,N/A,EE GEK NEO GENEVIEVE,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Filing Tax Returns,GST,Bookkeeping,Business Formation/Start-Up",
204,G. S. CHUA & CO,"101 , Upper Cross St People's Park Centre People's Park Centre #04-43 #04-43 Singapore Singapore 058357 058357",N/A,+65 6535 7767,gschua@singnet.com.sg,N/A,"MR CHUA GHIM SEAH, RODERICK","Statutory/ External Audit,Filing Tax Returns,GST,Bookkeeping",
205,G. S. TAN & CO.,"116 , Middle Road ICB Enterprise House ICB Enterprise House #06-01 #06-01 Singapore Singapore 188972 188972",+65 6338 5552,+65 6339 5552,gstan@gstanco.sg,N/A,MS TAN MAI GEK,"Statutory/ External Audit,Certification of Gross Sales,Filing Tax Returns,GST,Bookkeeping",
206,G.P. CHIA & CO,"7030 , Ang Mo Kio Ave 5 Northstar@Amk Northstar@Amk #09-48 #09-48 Singapore Singapore 569880 569880",N/A,N/A,lkfcons@singnet.com.sg,N/A,MR CHIA GIM PANG,Statutory/ External Audit,
207,GC CHAN & CO,Singapore Singapore,N/A,N/A,changeokhuat@yahoo.com,N/A,MR CHAN GEOK HUAT,Statutory/ External Audit,
208,GEETHA A & ASSOCIATES,"120 , Lower Delta Road Cendex Centre Cendex Centre #15-15 #15-15 Singapore Singapore 169208 169208",+65 6227 6445,+65 6227 6447,geetha@gcpa.com.sg,www.gcpa.com.sg,MS GEETHA AMMAIYAPPAN (PARTNER)EMAIL: GEETHA@GCPA.COM.SG MS CHITRA AMMAIYAPPAN (PARTNER)EMAIL: CHITRA@GCPA.COM.SG,"Internal Audit,Advisory Services,Filing Tax Returns,GST,Bookkeeping","At Geetha A & Associates, we are pleased to provide audit assurance, tax advisory solutions and business consultancy services. We have worked closely with all our business partners for more than a decade to ensure that their business requirements and needs are met beyond their expectations. Understanding every client’s business has allowed us to build our vast network of clientele both locally and internationally.   Our business partners have trusted our esteemed firm to play a key role in their organisations while they continue to focus on revenue generation and continued business growth and expansion.   We have been working closely with various clientele ranging from Ministries, Statutory Boards, Societies, Non Profit Making Organisations (NGO), Small Medium Enterprises (SME) and Multi-National Companies (MNC).  Our team is made up of dynamic, competent and qualified individuals who share common organisational goals and values."
209,GLENEAGLE TRUST,"118 , Aljunied Ave 2 #03-104 #03-104 Singapore Singapore 380118 380118",N/A,+65 6310 2796,N/A,N/A,XU JIN,"Statutory/ External Audit,Grant Applications,Bookkeeping",
210,GOH ENG LAM & CO,"5001 , Beach Rd Golden Mile Complex Golden Mile Complex #07-25 #07-25 Singapore Singapore 199588 199588",+65 6299 0633,+65 6293 1105,corp_sec@sgpmgmt.com.sg,N/A,MR GOO YOU LAM,Statutory/ External Audit,
211,GOH HWEE CHENG & CO,"10 , Jalan Besar Sim Lim Tower Sim Lim Tower #15-06/07 #15-06/07 Singapore Singapore 208787 208787",N/A,+65 6532 5155,agoh@ghc-co.com.sg,N/A,MS GOH HWEE CHENG,"Statutory/ External Audit,Charity Audit,Bookkeeping,International Tax Advisory,Filing Tax Returns,Corporate Governance,Budgeting,Due Diligence",
212,GOH NGIAP SUAN & CO,"336 , Smith St New Bridge Centre New Bridge Centre #06-308 #06-308 Singapore Singapore 050336 050336",+65 6226 2466,+65 6226 3860,michael@gns.com.sg,N/A,MR GOH NGIAP SUAN,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Bookkeeping,Business Formation/Start-Up,Financial and Accounting Processes",
213,GOH SHER WEE & CO,"101 , Upp Cross St People's Park Ctr People's Park Ctr #05-31 #05-31 Singapore Singapore 058357 058357",N/A,N/A,swgoh@saage.edu.sg,N/A,MR GOH SHER WEE,Statutory/ External Audit,
214,GOH YAU KEE & CO,"Blk 531 , Upp Cross St Hong Lim Complex Hong Lim Complex #03-56 #03-56 Singapore Singapore 050531 050531",N/A,+65 6535 7692,gykco@singnet.com.sg,www.gykco.com/,MR GOH YAU KEE,Statutory/ External Audit,
215,GOHTHIENCHEE & CO,"10 , Mohamed Sultan Road #02-01 #02-01 Singapore Singapore 238960 238960",+65 6341 7801,+65 6341 7802,N/A,N/A,TC GOH,"Statutory/ External Audit,Filing Tax Returns,Bookkeeping",
216,GYSG & CO,"5001 , Beach Road Golden Mile Complex Golden Mile Complex #04-13 #04-13 Singapore Singapore 199588 199588",+65 6293 8198,+65 6293 3679,garygoh@gysg.com.sg,www.gysgsingapore.com,Gary Goh,"Statutory/ External Audit,Business Formation/Start-Up,Business Valuation,Filing Tax Returns,GST,Bookkeeping,Company Listing,Corporate Secretariat Services","GYSG & Co was established in 2014 as a provider of professional services in audit and assurance, accounting services, tax compliance, corporate secretary services and corporate advisory. GYSG is propelled by our team of young and energetic accounting professionals who are deeply passionate in what we are delivering to our clients. We valued knowledge and kept our professionals current with continuous certifications and seminars to ensure we are up-to-date on all of the newest information, laws, regulations, and techniques in our field. This is awarded with GYSG being appointed an Accredited Training Organisation (ATO) by Singapore Accountancy Commission (SAC) in the Singapore CA qualification. At GYSG, having embraced IT technology together with a lean firm structure, and dynamic team, we are able to provide cost-effective yet quality services in a timely manner to our clients."
217,H H WONG & CO,"111 , North Bridge Rd Peninsula Plaza Peninsula Plaza #08-10 #08-10 Singapore Singapore 179098 179098",+65 6338 7898,+65 6338 8720,hhwong@singnet.com.sg,N/A,MS WONG HONG HAR,Statutory/ External Audit,
218,H K SEAH PUBLIC ACCOUNTING CORPORATION,"101 , Cecil Street Tong Eng Building Tong Eng Building #09-07 #09-07 Singapore Singapore 069533 069533",+65 6225 1266,+65 6223 5142,N/A,N/A,SEAH HOU KEE,"Statutory/ External Audit,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Filing Tax Returns,Others,Bookkeeping,Business Formation/Start-Up,Productivity & Innovation Credit (PIC)",
219,H S LIM & CO,"35 , Selegie Rd #09-05 #09-05 Singapore Singapore 188307 188307",+65 6225 3200,N/A,hslimco@singnet.com.sg,N/A,MR LIM HONG SAI,Statutory/ External Audit,
220,H WEE & CO,"8 , Burn Road Trivex Trivex #07-15/16 #07-15/16 Singapore Singapore 369977 369977",N/A,+65 6744 4050,hweenco@singnet.com.sg,N/A,MR WEE HIAN PENG,Statutory/ External Audit,
221,H. C. KOH & CO,"190 , Middle Rd Fortune Centre Fortune Centre #14-02 #14-02 Singapore Singapore 188979 188979",+65 6339 3209,N/A,kohaccty@singnet.com.sg,N/A,MR KOH HUI CHANG,Statutory/ External Audit,
222,H.A. CHRISTIE & CO,"1 , Raffles Place Tower 2 Tower 2 #10-62 #10-62 Singapore Singapore 048616 048616",+65 6227 8266,+65 6227 8255,hamish@hachristie.com.sg,N/A,MR HAMISH ALEXANDER CHRISTIE,Statutory/ External Audit,
223,HAJAMAIDEEN & CO.,"100 , Jln Sultan Sultan Plaza Sultan Plaza #09-06 #09-06 Singapore Singapore 199001 199001",+65 6299 3697,+65 6293 8959,accsec786@gmail.com,N/A,MR KANAKKAPILLAI ABDULSALAM HAJAMAIDEEN,Statutory/ External Audit,
224,HEALY CONSULTANTS,"491B , River Valley Road Valley Point Office Tower Valley Point Office Tower #15-01 #15-01 Singapore Singapore 248373 248373",N/A,+65 6491 5380,email@healyconsultants.com,www.healyconsultants.com,AIDAN HEALY,"Bookkeeping,Filing Tax Returns,GST",
225,HELMI TALIB & CO,"133 , Cecil Street Keck Seng Tower Keck Seng Tower #15-02 #15-02 Singapore Singapore 069535 069535",+65 6339 2776,+65 6339 6716,enquiry@helmitalib.com.sg,www.helmitalib.com,MR HELMI TALIB,"Internal Audit,Charity Audit,Bookkeeping,Grant Applications,Business Formation/Start-Up,Business Plans,Business Valuation,Cash Flow Forecasting,Financial Investigation,Litigation Assistance,Cross-border Investment Advisory,Filing Tax Returns,GST,Corporate Governance,Budgeting,Corporate Recovery,Receivership,Company Listing,Corporate Secretariat Services,Payroll & HR Administration Services,Financial and Accounting Processes,Due Diligence","Helmi Talib & Co was first established in 1992, and has been providing accounting expertise for over 25 years. We are an international associate of the UK200 group and an independent member firm of the International Association of Practicing Accountants (IAPA). IAPA connects over 170 independently owned and managed accountancy and business advisory firms in more than 60 countries. Through this network, we are able to deliver quality services both locally and internationally.   We pride ourselves on the level of quality and responsive service rendered to our clients. We also cater our solutions to fit our clients' specific business needs."
226,HENG LEE SENG LLP,"15 , Hoe Chiang Road Tower Fifteen Tower Fifteen #12-02 #12-02 Singapore Singapore 089316 089316",+65 6423 9969,+65 6423 9979,ca@hlsllp.com.sg,www.hlsllp.com.sg,MICHAEL HENG,"Statutory/ External Audit,Internal Audit,Budgeting,Business Formation/Start-Up,Business Plans,IE Singapore Schemes,IDA Schemes,Set up Management Information Systems, Financial Management and Control Systems, etc,Enterprise Risk Management,Financial Risk Management,Due Diligence,Bookkeeping,Bankruptcies and/or Liquidations,Corporate Secretariat Services,Payroll & HR Administration Services,Financial and Accounting Processes,HR Processes,Filing Tax Returns,GST",
